2024-12-14T19:20:34.337Z [INFO]: Polygon WebSocket connected.
2024-12-14T19:20:34.343Z [INFO]: Started polling for order statuses.
2024-12-14T19:20:34.509Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T19:20:34.510Z [INFO]: Polygon WebSocket connected.
2024-12-14T19:20:34.531Z [ERROR]: Error adding symbol WKEY to watchlist: this.restClient.getIntradayHighFromAgg is not a function
2024-12-14T19:20:34.566Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:25:52.822Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:25:52.830Z [INFO]: Started polling for order statuses.
2024-12-14T20:25:53.165Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T20:25:53.168Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:25:53.219Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:25:53.446Z [INFO]: Subscribed to WKEY quote data.
2024-12-14T20:26:07.216Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:26:07.222Z [INFO]: Started polling for order statuses.
2024-12-14T20:26:07.390Z [INFO]: Polygon WebSocket connection opened.
2024-12-14T20:26:07.391Z [INFO]: Polygon WebSocket connected.
2024-12-14T20:26:07.443Z [INFO]: Polygon WebSocket authenticated.
2024-12-14T20:26:07.585Z [INFO]: Subscribed to WKEY quote data.
2024-12-15T15:48:43.458Z [INFO]: Polygon WebSocket connected.
2024-12-15T15:48:43.466Z [INFO]: Started polling for order statuses.
2024-12-15T15:48:43.628Z [INFO]: Polygon WebSocket connection opened.
2024-12-15T15:48:43.630Z [INFO]: Polygon WebSocket connected.
2024-12-15T15:48:43.678Z [INFO]: Polygon WebSocket authenticated.
2024-12-15T15:48:43.789Z [INFO]: Subscribed to WKEY quote data.
2024-12-15T23:14:36.467Z [INFO]: Polygon WebSocket connected.
2024-12-15T23:14:36.477Z [INFO]: Started polling for order statuses.
2024-12-15T23:14:36.646Z [INFO]: Polygon WebSocket connection opened.
2024-12-15T23:14:36.647Z [INFO]: Polygon WebSocket connected.
2024-12-15T23:14:36.701Z [INFO]: Polygon WebSocket authenticated.
2024-12-15T23:14:36.835Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T04:03:18.142Z [INFO]: Polygon WebSocket connected.
2024-12-16T04:03:18.148Z [INFO]: Started polling for order statuses.
2024-12-16T04:03:18.461Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T04:03:18.462Z [INFO]: Polygon WebSocket connected.
2024-12-16T04:03:18.524Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T04:03:18.775Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T12:31:21.326Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:31:31.324Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:31:41.325Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:31:51.325Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:01.323Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:01.570Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T12:32:11.324Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:21.325Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:31.324Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:41.325Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:32:51.328Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:01.328Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:11.332Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:21.333Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:31.335Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:41.334Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:33:51.336Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:01.338Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:01.766Z [INFO]: Subscribed to LAES quote data.
2024-12-16T12:34:01.816Z [WARN]: Polygon WebSocket closed. Code: 1006, Reason: 
2024-12-16T12:34:11.343Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:12.005Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T12:34:12.006Z [INFO]: Polygon WebSocket connected.
2024-12-16T12:34:12.060Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T12:34:21.344Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:31.344Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:41.349Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:34:51.346Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:01.349Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:01.525Z [INFO]: Unsubscribed from LAES trade data.
2024-12-16T12:35:11.354Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:21.354Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:31.356Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:41.361Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:35:51.357Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:01.357Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:11.362Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:21.365Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:31.365Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:41.369Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:36:51.368Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:01.369Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:11.372Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:21.372Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:31.374Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:41.375Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:37:51.373Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:01.381Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:11.379Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:21.381Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:31.382Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:41.380Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:38:51.386Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:01.389Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:01.855Z [INFO]: Subscribed to LAES quote data.
2024-12-16T12:39:11.391Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:21.392Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:31.392Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:41.389Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:39:51.396Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:55:44.321Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:55:44.707Z [ERROR]: Error fetching account info: read ECONNRESET
2024-12-16T12:55:44.897Z [INFO]: Unsubscribed from LAES trade data.
2024-12-16T12:55:54.313Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:56:04.313Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:56:04.784Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T12:56:14.310Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:56:24.314Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:56:34.313Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T12:56:44.309Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:13.291Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:23.298Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:33.298Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:33.995Z [INFO]: Subscribed to WKEY quote data.
2024-12-16T13:00:34.046Z [WARN]: Polygon WebSocket closed. Code: 1006, Reason: 
2024-12-16T13:00:43.303Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:44.230Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T13:00:44.230Z [INFO]: Polygon WebSocket connected.
2024-12-16T13:00:44.291Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T13:00:53.304Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:00:53.788Z [INFO]: Unsubscribed from WKEY trade data.
2024-12-16T13:00:53.793Z [INFO]: Unsubscribed from RCAT trade data.
2024-12-16T13:01:03.304Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:01:04.090Z [INFO]: Subscribed to LAES quote data.
2024-12-16T13:01:13.301Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:05:37.901Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:05:38.291Z [ERROR]: Error fetching account info: read ECONNRESET
2024-12-16T13:05:39.019Z [INFO]: Subscribed to RCAT quote data.
2024-12-16T13:05:39.022Z [INFO]: Unsubscribed from LAES trade data.
2024-12-16T13:05:47.904Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:05:57.906Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:06:07.910Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:06:08.293Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T13:06:11.616Z [INFO]: Polygon WebSocket connected.
2024-12-16T13:06:11.622Z [INFO]: Started polling for order statuses.
2024-12-16T13:06:12.022Z [INFO]: Polygon WebSocket connection opened.
2024-12-16T13:06:12.024Z [INFO]: Polygon WebSocket connected.
2024-12-16T13:06:12.074Z [INFO]: Polygon WebSocket authenticated.
2024-12-16T13:06:21.630Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:06:31.625Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:06:41.626Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:06:51.627Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:01.627Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:11.624Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:11.778Z [INFO]: Unsubscribed from RCAT trade data.
2024-12-16T13:07:21.629Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:21.994Z [INFO]: Subscribed to RCAT quote data.
2024-12-16T13:07:31.633Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:41.630Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:41.788Z [INFO]: Unsubscribed from RCAT trade data.
2024-12-16T13:07:51.633Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:07:51.995Z [INFO]: Subscribed to RCAT quote data.
2024-12-16T13:08:01.634Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:08:02.262Z [INFO]: Subscribed to SIDU quote data.
2024-12-16T13:08:02.900Z [INFO]: Subscribed to LAES quote data.
2024-12-16T13:08:11.634Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:08:21.633Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:08:31.635Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:08:41.635Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:08:51.631Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:01.640Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:01.641Z [INFO]: Subscribed to AEHR quote data.
2024-12-16T13:09:02.031Z [INFO]: Unsubscribed from SIDU trade data.
2024-12-16T13:09:02.040Z [INFO]: Unsubscribed from LAES trade data.
2024-12-16T13:09:06.059Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:06.067Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:09:11.637Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:11.972Z [INFO]: HOD for AEHR verified and updated: 13.98 -> 14.21
2024-12-16T13:09:12.571Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:21.642Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:31.640Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:41.098Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:09:41.110Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.15","extended_hours":true,"client_order_id":"ENTRY-82c9cfcd006f3b85"}
2024-12-16T13:09:41.309Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.15. Order ID: 5b81d6b5-c750-4dcd-9328-15ea46b60335
2024-12-16T13:09:41.642Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:41.811Z [INFO]: Position added: AEHR | Qty: 3000 | Avg Entry: $14.07 | Initial Stop: $14.17
2024-12-16T13:09:41.827Z [INFO]: Updated rolling stop for AEHR: $13.90
2024-12-16T13:09:42.612Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:43.606Z [INFO]: Stop condition met for AEHR. Closing position immediately.
2024-12-16T13:09:43.609Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"13.78","extended_hours":true,"client_order_id":"CLOSE-a5b29343a6586b5c"}
2024-12-16T13:09:43.620Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:09:43.623Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:43.626Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:09:43.629Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:43.793Z [INFO]: Limit order placed to close position in AEHR. Order ID: e3fd3427-f5d3-4a45-ab0f-c66943579c44
2024-12-16T13:09:43.829Z [INFO]: Rolling stop hit for AEHR at $13.90. Closing position.
2024-12-16T13:09:43.833Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"13.78","extended_hours":true,"client_order_id":"CLOSE-d5ea94dbf2231917"}
2024-12-16T13:09:44.163Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:09:44.499Z [INFO]: Limit order placed to close position in AEHR. Order ID: ced62ed2-ed14-40fd-82a3-399914d9460a
2024-12-16T13:09:44.598Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:09:44.835Z [INFO]: Position added: AEHR | Qty: 3000 | Avg Entry: $13.86 | Initial Stop: $14.17
2024-12-16T13:09:44.840Z [INFO]: Subscribed to AEHR quote data.
2024-12-16T13:09:45.831Z [INFO]: Updated rolling stop for AEHR: $13.71
2024-12-16T13:09:46.165Z [INFO]: Stop condition met for AEHR. Closing position immediately.
2024-12-16T13:09:46.170Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.09","extended_hours":true,"client_order_id":"CLOSE-db44bb463d9195ed"}
2024-12-16T13:09:46.343Z [INFO]: Limit order placed to close position in AEHR. Order ID: bcb008bb-50b1-464f-a415-18f7202293d1
2024-12-16T13:09:51.643Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:09:59.643Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.40","extended_hours":true,"client_order_id":"ENTRY-f5912a66899ffcf0"}
2024-12-16T13:09:59.845Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.40. Order ID: 6d8640b2-186b-42bc-9239-1c5c4dcb0d5b
2024-12-16T13:10:00.117Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:00.121Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:01.638Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:10:02.007Z [INFO]: Position added: AEHR | Qty: 3000 | Avg Entry: $14.3 | Initial Stop: $14.26
2024-12-16T13:10:02.157Z [INFO]: Stop condition met for AEHR. Closing position immediately.
2024-12-16T13:10:02.164Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"14.03","extended_hours":true,"client_order_id":"CLOSE-19a9c50db041abc9"}
2024-12-16T13:10:02.536Z [INFO]: Limit order placed to close position in AEHR. Order ID: 9158626f-b37c-4a0b-9aca-be72b3bbd030
2024-12-16T13:10:02.636Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:02.843Z [INFO]: Updated rolling stop for AEHR: $14.00
2024-12-16T13:10:02.868Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:05.124Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.55","extended_hours":true,"client_order_id":"ENTRY-a7cd5dc9fc6980e0"}
2024-12-16T13:10:05.604Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.55. Order ID: 2bb0d8e9-3820-4303-bc71-84ccd93d7c13
2024-12-16T13:10:06.164Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:07.037Z [INFO]: Position added: AEHR | Qty: 3000 | Avg Entry: $14.44 | Initial Stop: $14.40
2024-12-16T13:10:07.041Z [INFO]: Subscribed to AEHR quote data.
2024-12-16T13:10:07.219Z [INFO]: Stop condition met for AEHR. Closing position immediately.
2024-12-16T13:10:07.225Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"14.12","extended_hours":true,"client_order_id":"CLOSE-40b5e85a13fec056"}
2024-12-16T13:10:07.768Z [INFO]: Limit order placed to close position in AEHR. Order ID: e3bab003-de3b-428f-81a0-e1322249dcf8
2024-12-16T13:10:07.848Z [INFO]: Updated rolling stop for AEHR: $14.18
2024-12-16T13:10:07.853Z [INFO]: Rolling stop hit for AEHR at $14.18. Closing position.
2024-12-16T13:10:07.856Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"3000","side":"sell","type":"limit","time_in_force":"day","limit_price":"14.02","extended_hours":true,"client_order_id":"CLOSE-9b136223f0725c21"}
2024-12-16T13:10:08.739Z [ERROR]: Error placing close order for AEHR: {"available":"0","code":40310000,"existing_qty":"63","held_for_orders":"63","message":"insufficient qty available for order (requested: 3000, available: 0)","related_orders":["e3bab003-de3b-428f-81a0-e1322249dcf8"],"symbol":"AEHR"}
2024-12-16T13:10:09.264Z [INFO]: Order e3bab003-de3b-428f-81a0-e1322249dcf8 filled 2937 qty for AEHR. Remaining: 63
2024-12-16T13:10:09.657Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:09.661Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:11.642Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:10:11.984Z [INFO]: Unsubscribed from RCAT trade data.
2024-12-16T13:10:13.728Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.61","extended_hours":true,"client_order_id":"ENTRY-cba6f99d863f8ea0"}
2024-12-16T13:10:13.730Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:13.735Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.63","extended_hours":true,"client_order_id":"ENTRY-d5af711e50f6cba1"}
2024-12-16T13:10:13.922Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.61. Order ID: b1ec399d-ff05-47cb-ba96-2f93957ca63c
2024-12-16T13:10:13.929Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:14.020Z [INFO]: Cannot place entry order for AEHR - pending opening order exists.
2024-12-16T13:10:14.020Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:14.127Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:14.262Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.63. Order ID: fd3c7857-324c-44d8-b4fa-724ca72c1ed6
2024-12-16T13:10:16.126Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.68","extended_hours":true,"client_order_id":"ENTRY-d5dd47f846891e50"}
2024-12-16T13:10:16.128Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:16.135Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:16.143Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.70","extended_hours":true,"client_order_id":"ENTRY-42db70584ce05127"}
2024-12-16T13:10:16.301Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.68. Order ID: a9d69850-01c3-4124-b4d9-c8e0d9a760b0
2024-12-16T13:10:16.622Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.70. Order ID: 366569c0-48a2-480b-9e16-ad896c4b8229
2024-12-16T13:10:17.071Z [INFO]: Position added: AEHR | Qty: 12000 | Avg Entry: $14.58 | Initial Stop: $14.62
2024-12-16T13:10:17.142Z [INFO]: Stop condition met for AEHR. Closing position immediately.
2024-12-16T13:10:17.146Z [INFO]: Closing position with limit order: {"symbol":"AEHR","qty":"12000","side":"sell","type":"limit","time_in_force":"day","limit_price":"14.42","extended_hours":true,"client_order_id":"CLOSE-44de935afc78cb06"}
2024-12-16T13:10:17.487Z [INFO]: Limit order placed to close position in AEHR. Order ID: c480ce7a-8ab4-4448-ac2d-76344b24275c
2024-12-16T13:10:17.859Z [INFO]: Updated rolling stop for AEHR: $14.37
2024-12-16T13:10:18.033Z [INFO]: Order c480ce7a-8ab4-4448-ac2d-76344b24275c filled 4082 qty for AEHR. Remaining: 3836
2024-12-16T13:10:21.643Z [INFO]: Dynamic config reloaded. Updated override symbols.
2024-12-16T13:10:22.025Z [INFO]: Subscribed to RCAT quote data.
2024-12-16T13:10:22.815Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.83","extended_hours":true,"client_order_id":"ENTRY-a44bb7e19b6db48a"}
2024-12-16T13:10:22.818Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:22.823Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.89","extended_hours":true,"client_order_id":"ENTRY-964a7097402b0a70"}
2024-12-16T13:10:22.844Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.90","extended_hours":true,"client_order_id":"ENTRY-3dab65a437f31f38"}
2024-12-16T13:10:22.851Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.93","extended_hours":true,"client_order_id":"ENTRY-263a6f8becb74212"}
2024-12-16T13:10:22.860Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.94","extended_hours":true,"client_order_id":"ENTRY-2181d4efa7989120"}
2024-12-16T13:10:22.868Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.95","extended_hours":true,"client_order_id":"ENTRY-9cbc8b2deef3659f"}
2024-12-16T13:10:22.874Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"14.98","extended_hours":true,"client_order_id":"ENTRY-ca46278e493a6881"}
2024-12-16T13:10:22.881Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"15.00","extended_hours":true,"client_order_id":"ENTRY-4a142cf2a943df9d"}
2024-12-16T13:10:22.888Z [INFO]: Placing entry order: {"symbol":"AEHR","qty":"3000","side":"buy","type":"limit","time_in_force":"day","limit_price":"15.03","extended_hours":true,"client_order_id":"ENTRY-88f5df09177605f7"}
2024-12-16T13:10:22.990Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.83. Order ID: d091fe87-ec68-4a9d-a924-5643947d4747
2024-12-16T13:10:22.993Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:23.142Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:23.149Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:23.157Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:23.330Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.89. Order ID: 211d23a5-b126-4624-9290-02aa2cc1ae2c
2024-12-16T13:10:23.333Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:23.642Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:23.678Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.90. Order ID: 6154d388-fbba-447a-a63d-c956df8b8662
2024-12-16T13:10:23.683Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:24.037Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.93. Order ID: d7b623c7-0bf5-4db3-9cfa-1e93de203a86
2024-12-16T13:10:24.145Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:24.153Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:24.381Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.94. Order ID: b31613af-e661-4bc0-aa32-2bd1c5a71fea
2024-12-16T13:10:24.731Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.95. Order ID: fff4ab67-de99-45ab-9f39-eeb2928cda40
2024-12-16T13:10:25.075Z [INFO]: Entry order placed for 3000 shares of AEHR at $14.98. Order ID: bf426f17-1c18-4858-95f1-c2ed60648832
2024-12-16T13:10:25.142Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:25.151Z [INFO]: Subscribed to AEHR trade data.
2024-12-16T13:10:25.462Z [INFO]: Entry order placed for 3000 shares of AEHR at $15.00. Order ID: 5bfc15a2-a5bb-43c3-9efc-5b21a5213480
2024-12-16T13:10:25.836Z [INFO]: Entry order placed for 3000 shares of AEHR at $15.03. Order ID: e82ac245-b9e1-4085-85f8-492fac15358b
2024-12-16T13:10:26.641Z [INFO]: Unsubscribed from AEHR trade data.
2024-12-16T13:10:26.870Z [INFO]: Position added: AEHR | Qty: 27000 | Avg Entry: $14.807919 | Initial Stop: $14.86
2024-12-16T13:10:26.877Z [INFO]: Subscribed to AEHR quote data.
2024-12-16T13:10:26.897Z [INFO]: Updated rolling stop for AEHR: $14.56
2024-12-16T13:10:31.647Z [INFO]: Dynamic config reloaded. Updated override symbols.
